,id_num,picture_num,race,Male,facial_hair,age,glasses,quality
137878_0F43.jpg,137878,0,B,-1,,27,,GOOD
323344_01M42.jpg,323344,1,B,1,,26,,GOOD
128082_04M37.jpg,128082,4,W,1,,21,,GOOD
326705_00M43.jpg,326705,0,B,1,,27,,GOOD
297091_00F35.jpg,297091,0,B,-1,,19,,GOOD
333315_01F18.jpg,333315,1,W,-1,,2,,GOOD
044186_6M49.jpg,44186,6,B,1,,33,,GOOD
317554_03F23.jpg,317554,3,B,-1,,7,,GOOD
299588_00M39.jpg,299588,0,B,1,,23,,GOOD
115761_03M44.jpg,115761,3,B,1,,28,,GOOD
080609_0F43.jpg,80609,0,B,-1,,27,,GOOD
157526_06M32.jpg,157526,6,W,1,,16,,GOOD
170981_01M37.jpg,170981,1,B,1,,21,,GOOD
323116_01M17.jpg,323116,1,B,1,,1,,GOOD
089916_3M47.jpg,89916,3,B,1,,31,,GOOD
136072_0M60.jpg,136072,0,B,1,,44,,GOOD
221170_02M26.jpg,221170,2,B,1,,10,,GOOD
210904_02M27.jpg,210904,2,B,1,,11,,GOOD
331428_01M22.jpg,331428,1,W,1,,6,,GOOD
254310_01M22.jpg,254310,1,W,1,,6,,GOOD
298867_04F43.jpg,298867,4,B,-1,,27,,GOOD
323057_01F22.jpg,323057,1,B,-1,,6,,GOOD
327312_10M40.jpg,327312,10,W,1,,24,,GOOD
295961_01F23.jpg,295961,1,B,-1,,7,,GOOD
319109_08M22.jpg,319109,8,B,1,,6,,GOOD
285307_00F20.jpg,285307,0,B,-1,,4,,GOOD
136034_2M36.jpg,136034,2,B,1,,20,,GOOD
110137_5M34.jpg,110137,5,B,1,,18,,GOOD
057315_1M43.jpg,57315,1,B,1,,27,,GOOD
075391_7M47.jpg,75391,7,B,1,,31,,GOOD
072221_0F36.jpg,72221,0,B,-1,,20,,GOOD
110930_0F38.jpg,110930,0,B,-1,,22,,GOOD
263120_02M21.jpg,263120,2,B,1,,5,,GOOD
288152_12M21.jpg,288152,12,B,1,,5,,GOOD
218652_02M25.jpg,218652,2,B,1,,9,,GOOD
289558_01M22.jpg,289558,1,B,1,,6,,GOOD
162146_03M47.jpg,162146,3,W,1,,31,,GOOD
293625_01F22.jpg,293625,1,B,-1,,6,,GOOD
271015_02M20.jpg,271015,2,B,1,,4,,GOOD
301561_05M43.jpg,301561,5,B,1,,27,,GOOD
086155_1M56.jpg,86155,1,B,1,,40,,GOOD
277235_01F21.jpg,277235,1,W,-1,,5,,GOOD
222601_06M53.jpg,222601,6,B,1,,37,,GOOD
083416_2M52.jpg,83416,2,B,1,,36,,GOOD
105674_03M46.jpg,105674,3,B,1,,30,,GOOD
228530_03M25.jpg,228530,3,B,1,,9,,GOOD
326581_00M18.jpg,326581,0,B,1,,2,,GOOD
327279_01M45.jpg,327279,1,B,1,,29,,GOOD
078310_00M47.jpg,78310,0,B,1,,31,,GOOD
196897_14M31.jpg,196897,14,B,1,,15,,GOOD
333854_07M53.jpg,333854,7,B,1,,37,,GOOD
298774_01M19.jpg,298774,1,H,1,,3,,GOOD
346736_00M20.jpg,346736,0,W,1,,4,,GOOD
105618_6M38.jpg,105618,6,B,1,,22,,GOOD
048628_01M49.jpg,48628,1,B,1,,33,,GOOD
049307_1M64.jpg,49307,1,B,1,,48,,GOOD
324278_02M17.jpg,324278,2,B,1,,1,,GOOD
212976_01F28.jpg,212976,1,W,-1,,12,,GOOD
253758_02M24.jpg,253758,2,B,1,,8,,GOOD
156381_01M57.jpg,156381,1,B,1,,41,,GOOD
274347_00M28.jpg,274347,0,W,1,,12,,GOOD
287228_03M19.jpg,287228,3,B,1,,3,,GOOD
105342_20M46.jpg,105342,20,W,1,,30,,GOOD
098110_3F36.jpg,98110,3,B,-1,,20,,GOOD
041249_03M51.jpg,41249,3,B,1,,35,,GOOD
144592_01M32.jpg,144592,1,B,1,,16,,GOOD
201477_01M26.jpg,201477,1,B,1,,10,,GOOD
301886_00M18.jpg,301886,0,W,1,,2,,GOOD
324233_00M35.jpg,324233,0,B,1,,19,,GOOD
286255_03M21.jpg,286255,3,W,1,,5,,GOOD
213335_02F28.jpg,213335,2,B,-1,,12,,GOOD
241301_04M25.jpg,241301,4,H,1,,9,,GOOD
088631_2M47.jpg,88631,2,B,1,,31,,GOOD
081493_2M38.jpg,81493,2,B,1,,22,,GOOD
238058_01M23.jpg,238058,1,W,1,,7,,GOOD
311975_00M33.jpg,311975,0,W,1,,17,,GOOD
095803_4M35.jpg,95803,4,B,1,,19,,GOOD
273863_05M44.jpg,273863,5,B,1,,28,,GOOD
123542_02F35.jpg,123542,2,W,-1,,19,,GOOD
284327_03M21.jpg,284327,3,B,1,,5,,GOOD
087899_5F43.jpg,87899,5,W,-1,,27,,GOOD
100744_7M36.jpg,100744,7,B,1,,20,,GOOD
209537_03M27.jpg,209537,3,B,1,,11,,GOOD
268643_00M20.jpg,268643,0,B,1,,4,,GOOD
069988_0M39.jpg,69988,0,B,1,,23,,GOOD
202769_00M26.jpg,202769,0,B,1,,10,,GOOD
237801_03M24.jpg,237801,3,B,1,,8,,GOOD
227749_04M44.jpg,227749,4,W,1,,28,,GOOD
281080_01M22.jpg,281080,1,B,1,,6,,GOOD
248547_02M22.jpg,248547,2,W,1,,6,,GOOD
263889_01M37.jpg,263889,1,W,1,,21,,GOOD
117491_5M44.jpg,117491,5,B,1,,28,,GOOD
283040_02F22.jpg,283040,2,A,-1,,6,,GOOD
192799_03M35.jpg,192799,3,B,1,,19,,GOOD
311276_02M18.jpg,311276,2,B,1,,2,,GOOD
221402_02M25.jpg,221402,2,B,1,,9,,GOOD
102629_1M39.jpg,102629,1,B,1,,23,,GOOD
213333_00M26.jpg,213333,0,B,1,,10,,GOOD
316985_09M22.jpg,316985,9,B,1,,6,,GOOD
243048_01F36.jpg,243048,1,B,-1,,20,,GOOD
319410_05M16.jpg,319410,5,B,1,,0,,GOOD
124246_0F42.jpg,124246,0,B,-1,,26,,GOOD
068396_0M43.jpg,68396,0,B,1,,27,,GOOD
170675_05F33.jpg,170675,5,B,-1,,17,,GOOD
307586_05M42.jpg,307586,5,B,1,,26,,GOOD
263973_01M23.jpg,263973,1,B,1,,7,,GOOD
298811_00M17.jpg,298811,0,B,1,,1,,GOOD
304061_04M18.jpg,304061,4,B,1,,2,,GOOD
279804_04M21.jpg,279804,4,B,1,,5,,GOOD
347604_02M55.jpg,347604,2,W,1,,39,,GOOD
326277_06M18.jpg,326277,6,W,1,,2,,GOOD
348129_01M19.jpg,348129,1,B,1,,3,,GOOD
072933_2F40.jpg,72933,2,B,-1,,24,,GOOD
215838_03M27.jpg,215838,3,B,1,,11,,GOOD
222356_01M43.jpg,222356,1,B,1,,27,,GOOD
254325_00M26.jpg,254325,0,H,1,,10,,GOOD
127390_3F35.jpg,127390,3,B,-1,,19,,GOOD
117606_0M32.jpg,117606,0,B,1,,16,,GOOD
102144_0M49.jpg,102144,0,B,1,,33,,GOOD
314734_02M20.jpg,314734,2,B,1,,4,,GOOD
286540_01M22.jpg,286540,1,B,1,,6,,GOOD
155393_00M44.jpg,155393,0,B,1,,28,,GOOD
041673_0M50.jpg,41673,0,B,1,,34,,GOOD
325095_00M29.jpg,325095,0,B,1,,13,,GOOD
315600_03M17.jpg,315600,3,B,1,,1,,GOOD
328965_02M19.jpg,328965,2,B,1,,3,,GOOD
053194_03F53.jpg,53194,3,W,-1,,37,,GOOD
294596_01M19.jpg,294596,1,B,1,,3,,GOOD
120896_0M32.jpg,120896,0,W,1,,16,,GOOD
243374_02M25.jpg,243374,2,B,1,,9,,GOOD
052063_3M45.jpg,52063,3,B,1,,29,,GOOD
265885_00M21.jpg,265885,0,B,1,,5,,GOOD
197515_01M26.jpg,197515,1,B,1,,10,,GOOD
124689_03M37.jpg,124689,3,B,1,,21,,GOOD
064528_3M53.jpg,64528,3,B,1,,37,,GOOD
294823_01M44.jpg,294823,1,B,1,,28,,GOOD
118360_1M34.jpg,118360,1,B,1,,18,,GOOD
323753_00M38.jpg,323753,0,B,1,,22,,GOOD
062276_18M46.jpg,62276,18,B,1,,30,,GOOD
042755_01M50.jpg,42755,1,B,1,,34,,GOOD
328571_00F20.jpg,328571,0,W,-1,,4,,GOOD
099538_11M54.jpg,99538,11,B,1,,38,,GOOD
224873_02M56.jpg,224873,2,B,1,,40,,GOOD
209693_05M30.jpg,209693,5,B,1,,14,,GOOD
183786_00M29.jpg,183786,0,B,1,,13,,GOOD
039260_4M54.jpg,39260,4,B,1,,38,,GOOD
117425_07M35.jpg,117425,7,B,1,,19,,GOOD
075000_4M38.jpg,75000,4,B,1,,22,,GOOD
201239_06M27.jpg,201239,6,B,1,,11,,GOOD
330691_12M24.jpg,330691,12,B,1,,8,,GOOD
264686_01M37.jpg,264686,1,B,1,,21,,GOOD
054477_6M45.jpg,54477,6,B,1,,29,,GOOD
206932_21M35.jpg,206932,21,B,1,,19,,GOOD
269220_02M28.jpg,269220,2,B,1,,12,,GOOD
119373_08M37.jpg,119373,8,B,1,,21,,GOOD
069975_14M37.jpg,69975,14,W,1,,21,,GOOD
203781_00M29.jpg,203781,0,B,1,,13,,GOOD
076472_1M38.jpg,76472,1,B,1,,22,,GOOD
106411_09M37.jpg,106411,9,B,1,,21,,GOOD
319323_01M17.jpg,319323,1,B,1,,1,,GOOD
337324_03M30.jpg,337324,3,B,1,,14,,GOOD
323936_03F24.jpg,323936,3,B,-1,,8,,GOOD
178504_00M28.jpg,178504,0,B,1,,12,,GOOD
094633_0M41.jpg,94633,0,B,1,,25,,GOOD
323454_05M19.jpg,323454,5,B,1,,3,,GOOD
059998_3M45.jpg,59998,3,W,1,,29,,GOOD
325731_01M20.jpg,325731,1,W,1,,4,,GOOD
127606_0M35.jpg,127606,0,W,1,,19,,GOOD
303655_02F33.jpg,303655,2,B,-1,,17,,GOOD
284802_06M20.jpg,284802,6,B,1,,4,,GOOD
338063_03F22.jpg,338063,3,B,-1,,6,,GOOD
331903_01F25.jpg,331903,1,W,-1,,9,,GOOD
261918_03M32.jpg,261918,3,H,1,,16,,GOOD
198998_07M27.jpg,198998,7,B,1,,11,,GOOD
092342_1M45.jpg,92342,1,B,1,,29,,GOOD
204768_02M29.jpg,204768,2,B,1,,13,,GOOD
280970_03M21.jpg,280970,3,B,1,,5,,GOOD
267679_00M23.jpg,267679,0,B,1,,7,,GOOD
114513_1M44.jpg,114513,1,B,1,,28,,GOOD
103029_08M37.jpg,103029,8,B,1,,21,,GOOD
074749_1M36.jpg,74749,1,B,1,,20,,GOOD
254742_01M25.jpg,254742,1,B,1,,9,,GOOD
182971_00F33.jpg,182971,0,B,-1,,17,,GOOD
310914_00F17.jpg,310914,0,B,-1,,1,,GOOD
285321_02M24.jpg,285321,2,W,1,,8,,GOOD
180362_06F36.jpg,180362,6,B,-1,,20,,GOOD
113621_7F37.jpg,113621,7,B,-1,,21,,GOOD
110341_1M33.jpg,110341,1,W,1,,17,,GOOD
165006_00M29.jpg,165006,0,B,1,,13,,GOOD
105971_04M35.jpg,105971,4,B,1,,19,,GOOD
112477_3M34.jpg,112477,3,B,1,,18,,GOOD
088530_1M36.jpg,88530,1,B,1,,20,,GOOD
140178_04M34.jpg,140178,4,B,1,,18,,GOOD
072464_1M45.jpg,72464,1,B,1,,29,,GOOD
044424_1M59.jpg,44424,1,B,1,,43,,GOOD
051110_1M50.jpg,51110,1,B,1,,34,,GOOD
102321_2M34.jpg,102321,2,B,1,,18,,GOOD
154777_01M35.jpg,154777,1,B,1,,19,,GOOD
123433_8F33.jpg,123433,8,B,-1,,17,,GOOD
317715_04F25.jpg,317715,4,B,-1,,9,,GOOD
087579_1M40.jpg,87579,1,W,1,,24,,GOOD
338078_02M23.jpg,338078,2,W,1,,7,,GOOD
327074_02M17.jpg,327074,2,B,1,,1,,GOOD
327354_02M16.jpg,327354,2,B,1,,0,,GOOD
049754_0M46.jpg,49754,0,W,1,,30,,GOOD
267660_09M22.jpg,267660,9,B,1,,6,,GOOD
324838_00M16.jpg,324838,0,B,1,,0,,GOOD
234044_02F42.jpg,234044,2,W,-1,,26,,GOOD
111036_02M39.jpg,111036,2,B,1,,23,,GOOD
043588_4M52.jpg,43588,4,B,1,,36,,GOOD
055097_3M47.jpg,55097,3,B,1,,31,,GOOD
232842_04M24.jpg,232842,4,B,1,,8,,GOOD
256035_02M23.jpg,256035,2,B,1,,7,,GOOD
207993_00F32.jpg,207993,0,B,-1,,16,,GOOD
120826_1M49.jpg,120826,1,B,1,,33,,GOOD
278920_02F20.jpg,278920,2,B,-1,,4,,GOOD
067247_3M41.jpg,67247,3,B,1,,25,,GOOD
211858_01M37.jpg,211858,1,H,1,,21,,GOOD
114727_04M35.jpg,114727,4,B,1,,19,,GOOD
243411_02M29.jpg,243411,2,B,1,,13,,GOOD
350026_00M16.jpg,350026,0,W,1,,0,,GOOD
307723_02M19.jpg,307723,2,B,1,,3,,GOOD
111392_2M32.jpg,111392,2,B,1,,16,,GOOD
227577_02M23.jpg,227577,2,B,1,,7,,GOOD
323408_03M18.jpg,323408,3,B,1,,2,,GOOD
056382_2M44.jpg,56382,2,W,1,,28,,GOOD
115123_2M34.jpg,115123,2,W,1,,18,,GOOD
232758_03M41.jpg,232758,3,H,1,,25,,GOOD
271749_01F28.jpg,271749,1,B,-1,,12,,GOOD
290652_02M23.jpg,290652,2,B,1,,7,,GOOD
137756_2M40.jpg,137756,2,B,1,,24,,GOOD
134241_1M39.jpg,134241,1,B,1,,23,,GOOD
061692_7M42.jpg,61692,7,W,1,,26,,GOOD
222051_03M25.jpg,222051,3,B,1,,9,,GOOD
342655_01M24.jpg,342655,1,B,1,,8,,GOOD
131132_3F35.jpg,131132,3,B,-1,,19,,GOOD
311177_02M18.jpg,311177,2,B,1,,2,,GOOD
273426_00M41.jpg,273426,0,B,1,,25,,GOOD
035479_0M52.jpg,35479,0,B,1,,36,,GOOD
306329_02F33.jpg,306329,2,B,-1,,17,,GOOD
321215_00M21.jpg,321215,0,B,1,,5,,GOOD
193665_04M38.jpg,193665,4,B,1,,22,,GOOD
330823_00M24.jpg,330823,0,B,1,,8,,GOOD
300144_03M37.jpg,300144,3,B,1,,21,,GOOD
107506_3M34.jpg,107506,3,B,1,,18,,GOOD
152576_01M41.jpg,152576,1,B,1,,25,,GOOD
294445_00M19.jpg,294445,0,B,1,,3,,GOOD
305693_04M20.jpg,305693,4,B,1,,4,,GOOD
269512_01M37.jpg,269512,1,H,1,,21,,GOOD
262202_02M51.jpg,262202,2,B,1,,35,,GOOD
262749_02M26.jpg,262749,2,B,1,,10,,GOOD
322863_02F24.jpg,322863,2,B,-1,,8,,GOOD
273946_03M21.jpg,273946,3,H,1,,5,,GOOD
296050_00M42.jpg,296050,0,B,1,,26,,GOOD
300910_00M18.jpg,300910,0,B,1,,2,,GOOD
316974_01M18.jpg,316974,1,B,1,,2,,GOOD
119954_02M40.jpg,119954,2,B,1,,24,,GOOD
213394_01M26.jpg,213394,1,B,1,,10,,GOOD
087779_5M34.jpg,87779,5,B,1,,18,,GOOD
069975_8M52.jpg,69975,8,W,1,,36,,GOOD
077213_2M39.jpg,77213,2,B,1,,23,,GOOD
233131_12F42.jpg,233131,12,W,-1,,26,,GOOD
134793_2M31.jpg,134793,2,W,1,,15,,GOOD
213370_01M27.jpg,213370,1,B,1,,11,,GOOD
336452_01M30.jpg,336452,1,B,1,,14,,GOOD
160347_01M30.jpg,160347,1,W,1,,14,,GOOD
294237_00M22.jpg,294237,0,B,1,,6,,GOOD
115749_17M35.jpg,115749,17,B,1,,19,,GOOD
198129_04M27.jpg,198129,4,B,1,,11,,GOOD
089293_0M53.jpg,89293,0,W,1,,37,,GOOD
228546_02M25.jpg,228546,2,B,1,,9,,GOOD
286507_01M18.jpg,286507,1,B,1,,2,,GOOD
223737_01M26.jpg,223737,1,B,1,,10,,GOOD
133517_2F53.jpg,133517,2,B,-1,,37,,GOOD
052346_3M44.jpg,52346,3,B,1,,28,,GOOD
139644_01M36.jpg,139644,1,B,1,,20,,GOOD
063653_1F53.jpg,63653,1,B,-1,,37,,GOOD
334274_00M16.jpg,334274,0,B,1,,0,,GOOD
249919_01M41.jpg,249919,1,W,1,,25,,GOOD
110404_0F39.jpg,110404,0,B,-1,,23,,GOOD
298018_01M21.jpg,298018,1,B,1,,5,,GOOD
166201_02M30.jpg,166201,2,B,1,,14,,GOOD
269041_00M20.jpg,269041,0,W,1,,4,,GOOD
252414_01M46.jpg,252414,1,B,1,,30,,GOOD
058068_3M41.jpg,58068,3,B,1,,25,,GOOD
243854_02M23.jpg,243854,2,B,1,,7,,GOOD
328247_00F34.jpg,328247,0,W,-1,,18,,GOOD
069975_24M52.jpg,69975,24,W,1,,36,,GOOD
106907_20M37.jpg,106907,20,B,1,,21,,GOOD
240165_02M22.jpg,240165,2,B,1,,6,,GOOD
311147_01M17.jpg,311147,1,B,1,,1,,GOOD
099500_7M44.jpg,99500,7,B,1,,28,,GOOD
311760_00M23.jpg,311760,0,B,1,,7,,GOOD
200027_01M30.jpg,200027,1,B,1,,14,,GOOD
300033_01F19.jpg,300033,1,B,-1,,3,,GOOD
332436_00M33.jpg,332436,0,B,1,,17,,GOOD
294905_03F19.jpg,294905,3,B,-1,,3,,GOOD
301614_03F29.jpg,301614,3,W,-1,,13,,GOOD
166738_03M30.jpg,166738,3,B,1,,14,,GOOD
307434_03F35.jpg,307434,3,B,-1,,19,,GOOD
189448_07M45.jpg,189448,7,B,1,,29,,GOOD
324419_00M16.jpg,324419,0,B,1,,0,,GOOD
058800_2M40.jpg,58800,2,B,1,,24,,GOOD
147317_00M44.jpg,147317,0,B,1,,28,,GOOD
321723_02M22.jpg,321723,2,W,1,,6,,GOOD
162824_02M50.jpg,162824,2,B,1,,34,,GOOD
052217_0M45.jpg,52217,0,B,1,,29,,GOOD
241171_00M29.jpg,241171,0,B,1,,13,,GOOD
289451_01M20.jpg,289451,1,B,1,,4,,GOOD
320063_00M16.jpg,320063,0,B,1,,0,,GOOD
330265_01M17.jpg,330265,1,B,1,,1,,GOOD
272418_01M36.jpg,272418,1,B,1,,20,,GOOD
296295_04M18.jpg,296295,4,B,1,,2,,GOOD
092926_00M38.jpg,92926,0,B,1,,22,,GOOD
224938_03M24.jpg,224938,3,B,1,,8,,GOOD
035479_2M54.jpg,35479,2,B,1,,38,,GOOD
286365_05F29.jpg,286365,5,H,-1,,13,,GOOD
324432_01M34.jpg,324432,1,H,1,,18,,GOOD
210982_18M32.jpg,210982,18,B,1,,16,,GOOD
094496_2M34.jpg,94496,2,W,1,,18,,GOOD
335350_00M16.jpg,335350,0,W,1,,0,,GOOD
191920_02M48.jpg,191920,2,B,1,,32,,GOOD
097817_3F34.jpg,97817,3,B,-1,,18,,GOOD
245529_02M25.jpg,245529,2,W,1,,9,,GOOD
337503_02M16.jpg,337503,2,B,1,,0,,GOOD
273458_08M54.jpg,273458,8,B,1,,38,,GOOD
163235_00M41.jpg,163235,0,B,1,,25,,GOOD
313268_02M19.jpg,313268,2,W,1,,3,,GOOD
070583_1M44.jpg,70583,1,B,1,,28,,GOOD
051430_01M49.jpg,51430,1,B,1,,33,,GOOD
321115_06M41.jpg,321115,6,W,1,,25,,GOOD
228660_00F47.jpg,228660,0,W,-1,,31,,GOOD
090418_3M48.jpg,90418,3,B,1,,32,,GOOD
225532_00M25.jpg,225532,0,B,1,,9,,GOOD
047621_6M47.jpg,47621,6,B,1,,31,,GOOD
109466_02M37.jpg,109466,2,B,1,,21,,GOOD
252847_02M23.jpg,252847,2,B,1,,7,,GOOD
105674_0M43.jpg,105674,0,B,1,,27,,GOOD
099663_01F37.jpg,99663,1,B,-1,,21,,GOOD
041059_1M50.jpg,41059,1,W,1,,34,,GOOD
338876_01M16.jpg,338876,1,B,1,,0,,GOOD
075810_02M45.jpg,75810,2,B,1,,29,,GOOD
072357_0M41.jpg,72357,0,W,1,,25,,GOOD
249172_00M21.jpg,249172,0,B,1,,5,,GOOD
102295_09M35.jpg,102295,9,B,1,,19,,GOOD
063650_0F43.jpg,63650,0,B,-1,,27,,GOOD
131032_10M39.jpg,131032,10,B,1,,23,,GOOD
307877_00M22.jpg,307877,0,B,1,,6,,GOOD
287676_03M23.jpg,287676,3,B,1,,7,,GOOD
043692_1M54.jpg,43692,1,B,1,,38,,GOOD
323498_03M17.jpg,323498,3,B,1,,1,,GOOD
325188_02M18.jpg,325188,2,B,1,,2,,GOOD
112958_4M35.jpg,112958,4,B,1,,19,,GOOD
158191_03F41.jpg,158191,3,W,-1,,25,,GOOD
100978_6M35.jpg,100978,6,W,1,,19,,GOOD
035005_2F56.jpg,35005,2,B,-1,,40,,GOOD
344000_01M19.jpg,344000,1,W,1,,3,,GOOD
175209_00M39.jpg,175209,0,B,1,,23,,GOOD
330379_01M16.jpg,330379,1,B,1,,0,,GOOD
332770_03F23.jpg,332770,3,B,-1,,7,,GOOD
324988_02M18.jpg,324988,2,B,1,,2,,GOOD
332972_01M18.jpg,332972,1,B,1,,2,,GOOD
188326_00F45.jpg,188326,0,W,-1,,29,,GOOD
165153_01M30.jpg,165153,1,B,1,,14,,GOOD
202281_04M28.jpg,202281,4,B,1,,12,,GOOD
100061_01M58.jpg,100061,1,B,1,,42,,GOOD
042127_0M49.jpg,42127,0,W,1,,33,,GOOD
312740_00M35.jpg,312740,0,B,1,,19,,GOOD
076181_52M37.jpg,76181,52,B,1,,21,,GOOD
311076_00M20.jpg,311076,0,W,1,,4,,GOOD
101884_0M34.jpg,101884,0,B,1,,18,,GOOD
280274_00M21.jpg,280274,0,B,1,,5,,GOOD
201005_03M28.jpg,201005,3,B,1,,12,,GOOD
115892_02M41.jpg,115892,2,W,1,,25,,GOOD
342266_00F24.jpg,342266,0,W,-1,,8,,GOOD
296734_01M25.jpg,296734,1,B,1,,9,,GOOD
288537_00F19.jpg,288537,0,B,-1,,3,,GOOD
278441_06M22.jpg,278441,6,B,1,,6,,GOOD
265553_04M49.jpg,265553,4,B,1,,33,,GOOD
124155_11M36.jpg,124155,11,B,1,,20,,GOOD
327206_02M21.jpg,327206,2,W,1,,5,,GOOD
254860_02F25.jpg,254860,2,B,-1,,9,,GOOD
315860_03F16.jpg,315860,3,W,-1,,0,,GOOD
305090_00M18.jpg,305090,0,B,1,,2,,GOOD
287362_03M22.jpg,287362,3,H,1,,6,,GOOD
103748_1M40.jpg,103748,1,B,1,,24,,GOOD
046143_3M50.jpg,46143,3,B,1,,34,,GOOD
222400_01M25.jpg,222400,1,B,1,,9,,GOOD
244678_03M24.jpg,244678,3,B,1,,8,,GOOD
119027_2M38.jpg,119027,2,B,1,,22,,GOOD
125455_1M35.jpg,125455,1,B,1,,19,,GOOD
302636_04M40.jpg,302636,4,B,1,,24,,GOOD
108393_0M43.jpg,108393,0,B,1,,27,,GOOD
324278_04M18.jpg,324278,4,B,1,,2,,GOOD
301817_09M27.jpg,301817,9,W,1,,11,,GOOD
260599_07M44.jpg,260599,7,B,1,,28,,GOOD
213365_02M26.jpg,213365,2,B,1,,10,,GOOD
200189_01M28.jpg,200189,1,B,1,,12,,GOOD
161431_00M37.jpg,161431,0,B,1,,21,,GOOD
319002_03M17.jpg,319002,3,A,1,,1,,GOOD
279574_08M35.jpg,279574,8,W,1,,19,,GOOD
197873_02M27.jpg,197873,2,B,1,,11,,GOOD
251730_02M23.jpg,251730,2,B,1,,7,,GOOD
057964_8F43.jpg,57964,8,B,-1,,27,,GOOD
178376_00M29.jpg,178376,0,B,1,,13,,GOOD
171002_02M30.jpg,171002,2,W,1,,14,,GOOD
223809_00M26.jpg,223809,0,B,1,,10,,GOOD
096828_1M45.jpg,96828,1,B,1,,29,,GOOD
027740_2M59.jpg,27740,2,B,1,,43,,GOOD
096213_1M34.jpg,96213,1,B,1,,18,,GOOD
337833_00M16.jpg,337833,0,B,1,,0,,GOOD
143353_00F48.jpg,143353,0,W,-1,,32,,GOOD
232617_02F30.jpg,232617,2,B,-1,,14,,GOOD
328967_02M30.jpg,328967,2,W,1,,14,,GOOD
255672_00M23.jpg,255672,0,B,1,,7,,GOOD
134085_02M39.jpg,134085,2,B,1,,23,,GOOD
120381_0M33.jpg,120381,0,B,1,,17,,GOOD
324461_02M18.jpg,324461,2,B,1,,2,,GOOD
275214_02M31.jpg,275214,2,B,1,,15,,GOOD
228015_00M25.jpg,228015,0,B,1,,9,,GOOD
341787_01M23.jpg,341787,1,B,1,,7,,GOOD
200230_04M28.jpg,200230,4,B,1,,12,,GOOD
129137_2M35.jpg,129137,2,W,1,,19,,GOOD
046861_4M45.jpg,46861,4,B,1,,29,,GOOD
199388_02M27.jpg,199388,2,B,1,,11,,GOOD
309191_03F22.jpg,309191,3,W,-1,,6,,GOOD
272275_01M46.jpg,272275,1,B,1,,30,,GOOD
128680_1M37.jpg,128680,1,B,1,,21,,GOOD
185989_01M33.jpg,185989,1,W,1,,17,,GOOD
145906_00M39.jpg,145906,0,B,1,,23,,GOOD
198497_02M30.jpg,198497,2,W,1,,14,,GOOD
269512_02M37.jpg,269512,2,H,1,,21,,GOOD
335257_00M16.jpg,335257,0,B,1,,0,,GOOD
051554_2M45.jpg,51554,2,B,1,,29,,GOOD
074580_1M48.jpg,74580,1,B,1,,32,,GOOD
160176_04M32.jpg,160176,4,B,1,,16,,GOOD
097950_6M40.jpg,97950,6,B,1,,24,,GOOD
138028_1F31.jpg,138028,1,B,-1,,15,,GOOD
318258_00M16.jpg,318258,0,W,1,,0,,GOOD
127564_1M32.jpg,127564,1,B,1,,16,,GOOD
191548_01F35.jpg,191548,1,W,-1,,19,,GOOD
342892_03F22.jpg,342892,3,W,-1,,6,,GOOD
253405_00M25.jpg,253405,0,W,1,,9,,GOOD
109351_3M35.jpg,109351,3,W,1,,19,,GOOD
324345_02F23.jpg,324345,2,B,-1,,7,,GOOD
326502_01M19.jpg,326502,1,B,1,,3,,GOOD
071945_3M43.jpg,71945,3,B,1,,27,,GOOD
242261_01M23.jpg,242261,1,B,1,,7,,GOOD
129887_4M48.jpg,129887,4,B,1,,32,,GOOD
327371_01M23.jpg,327371,1,B,1,,7,,GOOD
270465_01M20.jpg,270465,1,B,1,,4,,GOOD
025119_0M59.jpg,25119,0,B,1,,43,,GOOD
229029_01M24.jpg,229029,1,B,1,,8,,GOOD
063549_0M41.jpg,63549,0,B,1,,25,,GOOD
194852_02M28.jpg,194852,2,B,1,,12,,GOOD
284537_02M22.jpg,284537,2,B,1,,6,,GOOD
328274_03M20.jpg,328274,3,W,1,,4,,GOOD
335126_00M44.jpg,335126,0,B,1,,28,,GOOD
041249_04M52.jpg,41249,4,B,1,,36,,GOOD
070637_0M40.jpg,70637,0,B,1,,24,,GOOD
051180_4M49.jpg,51180,4,B,1,,33,,GOOD
034303_0M52.jpg,34303,0,B,1,,36,,GOOD
314816_04M18.jpg,314816,4,B,1,,2,,GOOD
323357_02M18.jpg,323357,2,B,1,,2,,GOOD
307107_06M19.jpg,307107,6,B,1,,3,,GOOD
249845_01M45.jpg,249845,1,W,1,,29,,GOOD
335810_00M16.jpg,335810,0,B,1,,0,,GOOD
311653_02M34.jpg,311653,2,B,1,,18,,GOOD
092228_4M42.jpg,92228,4,B,1,,26,,GOOD
048923_00M51.jpg,48923,0,W,1,,35,,GOOD
307912_02M26.jpg,307912,2,B,1,,10,,GOOD
294760_00M19.jpg,294760,0,B,1,,3,,GOOD
221849_01M28.jpg,221849,1,B,1,,12,,GOOD
075618_2M48.jpg,75618,2,B,1,,32,,GOOD
300232_03F24.jpg,300232,3,B,-1,,8,,GOOD
230413_00M25.jpg,230413,0,B,1,,9,,GOOD
250205_02F45.jpg,250205,2,W,-1,,29,,GOOD
239054_00M42.jpg,239054,0,B,1,,26,,GOOD
275595_00M41.jpg,275595,0,B,1,,25,,GOOD
